IP,Hostname,Port,Port Protocol,CVSS,Severity,Solution Type,NVT Name,Summary,Specific Result,NVT OID,CVEs,Task ID,Task Name,Timestamp,Result ID,Impact,Solution,Affected Software/OS,Vulnerability Insight,Vulnerability Detection Method,Product Detection Result,BIDs,CERTs,Other References
192.168.56.104,,80,tcp,5.3,Medium,"Mitigation","Apache HTTP Server /server-status accessible (HTTP)","Requesting the URI /server-status provides information on the
  server activity and performance.","Vulnerable URL: http://192.168.56.104/server-status
",1.3.6.1.4.1.25623.1.0.10677,"CVE-2020-25073",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,7722aaf7-ef2a-4cf6-b8de-805e31403af3,"Requesting the URI /server-status gives throughout information
  about the currently running Apache to an attacker.","'- If this feature is unused commenting out the appropriate
  section in the web servers configuration is recommended

  - If this feature is used restricting access to trusted clients is recommended

  - If the FreedomBox software is running on the target update the software to a later version","'- All Apache installations with an enabled 'mod_status' module

  - FreedomBox through 20.13","server-status is a Apache HTTP Server handler provided by the
  'mod_status' module and used to retrieve the server's activity and performance.","Checks if the /server-status page of Apache is accessible.
Details:
Apache HTTP Server /server-status accessible (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.10677)
Version used: 2022-01-13T16:09:14Z
","","","",""
192.168.56.104,,443,tcp,5.3,Medium,"Mitigation","Apache HTTP Server /server-status accessible (HTTP)","Requesting the URI /server-status provides information on the
  server activity and performance.","Vulnerable URL: https://192.168.56.104/server-status
",1.3.6.1.4.1.25623.1.0.10677,"CVE-2020-25073",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,70a57744-a192-4193-895a-f8697bba0d4e,"Requesting the URI /server-status gives throughout information
  about the currently running Apache to an attacker.","'- If this feature is unused commenting out the appropriate
  section in the web servers configuration is recommended

  - If this feature is used restricting access to trusted clients is recommended

  - If the FreedomBox software is running on the target update the software to a later version","'- All Apache installations with an enabled 'mod_status' module

  - FreedomBox through 20.13","server-status is a Apache HTTP Server handler provided by the
  'mod_status' module and used to retrieve the server's activity and performance.","Checks if the /server-status page of Apache is accessible.
Details:
Apache HTTP Server /server-status accessible (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.10677)
Version used: 2022-01-13T16:09:14Z
","","","",""
192.168.56.104,,443,tcp,5.3,Medium,"Mitigation","SSL/TLS: Server Certificate / Certificate in Chain with RSA keys less than 2048 bits","The remote SSL/TLS server certificate and/or any of the
  certificates in the certificate chain is using a RSA key with less than 2048 bits.","The remote SSL/TLS server is using the following certificate(s) with a RSA key with less than 2048 bits (public-key-size:public-key-algorithm:serial:issuer):

1024:RSA:00D8BD254AB15C9F5B:1.2.840.113549.1.9.1=#627761707040697473656367616D65732E636F6D,CN=bee-box.bwapp.local,OU=IT,O=MME,L=Menen,ST=Flanders,C=BE (Server certificate)
",1.3.6.1.4.1.25623.1.0.150710,"",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,52961520-1278-4ae4-8ef3-a33120773a22,"Using certificates with weak RSA key size can lead to
  unauthorized exposure of sensitive information.","Replace the certificate with a stronger key and reissue the
  certificates it signed.","","SSL/TLS certificates using RSA keys with less than 2048 bits are
  considered unsafe.","Checks the RSA keys size of the server certificate and all
  certificates in chain for a size < 2048 bit.
Details:
SSL/TLS: Server Certificate / Certificate in Chain with RSA keys less than 2...
(OID: 1.3.6.1.4.1.25623.1.0.150710)
Version used: 2021-12-10T12:48:00Z
","","","",""
192.168.56.104,,9443,tcp,5.3,Medium,"Mitigation","SSL/TLS: Server Certificate / Certificate in Chain with RSA keys less than 2048 bits","The remote SSL/TLS server certificate and/or any of the
  certificates in the certificate chain is using a RSA key with less than 2048 bits.","The remote SSL/TLS server is using the following certificate(s) with a RSA key with less than 2048 bits (public-key-size:public-key-algorithm:serial:issuer):

1024:RSA:00D8BD254AB15C9F5B:1.2.840.113549.1.9.1=#627761707040697473656367616D65732E636F6D,CN=bee-box.bwapp.local,OU=IT,O=MME,L=Menen,ST=Flanders,C=BE (Server certificate)
",1.3.6.1.4.1.25623.1.0.150710,"",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,3626f809-9877-4f66-9c4b-c6ceee07c8f3,"Using certificates with weak RSA key size can lead to
  unauthorized exposure of sensitive information.","Replace the certificate with a stronger key and reissue the
  certificates it signed.","","SSL/TLS certificates using RSA keys with less than 2048 bits are
  considered unsafe.","Checks the RSA keys size of the server certificate and all
  certificates in chain for a size < 2048 bit.
Details:
SSL/TLS: Server Certificate / Certificate in Chain with RSA keys less than 2...
(OID: 1.3.6.1.4.1.25623.1.0.150710)
Version used: 2021-12-10T12:48:00Z
","","","",""
192.168.56.104,,22,tcp,5.3,Medium,"Mitigation","Weak Key Exchange (KEX) Algorithm(s) Supported (SSH)","The remote SSH server is configured to allow / support weak key
  exchange (KEX) algorithm(s).","The remote SSH server supports the following weak KEX algorithm(s):

KEX algorithm                      | Reason
-------------------------------------------------------------------------------------------
diffie-hellman-group-exchange-sha1 | Using SHA-1
diffie-hellman-group1-sha1         | Using Oakley Group 2 (a 1024-bit MODP group) and SHA-1
",1.3.6.1.4.1.25623.1.0.150713,"",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,d5c0c5b9-cf16-4dd4-a9e5-fd70b0216710,"An attacker can quickly break individual connections.","Disable the reported weak KEX algorithm(s)

  - 1024-bit MODP group / prime KEX algorithms:

  Alternatively use elliptic-curve Diffie-Hellmann in general, e.g. Curve 25519.","","'- 1024-bit MODP group / prime KEX algorithms:

  Millions of HTTPS, SSH, and VPN servers all use the same prime numbers for Diffie-Hellman key
  exchange. Practitioners believed this was safe as long as new key exchange messages were generated
  for every connection. However, the first step in the number field sieve-the most efficient
  algorithm for breaking a Diffie-Hellman connection-is dependent only on this prime.

  A nation-state can break a 1024-bit prime.","Checks the supported KEX algorithms of the remote SSH server.

  Currently weak KEX algorithms are defined as the following:

  - non-elliptic-curve Diffie-Hellmann (DH) KEX algorithms with 1024-bit MODP group / prime

  - ephemerally generated key exchange groups uses SHA-1

  - using RSA 1024-bit modulus key
Details:
Weak Key Exchange (KEX) Algorithm(s) Supported (SSH)
(OID: 1.3.6.1.4.1.25623.1.0.150713)
Version used: 2022-12-08T10:12:32Z
","","","",""
192.168.56.104,,443,tcp,5.0,Medium,"Mitigation","Sensitive File Disclosure (HTTP)","The script attempts to identify files containing sensitive data
  at the remote web server like e.g.:

  - software (Blog, CMS) configuration or log files

  - web / application server configuration / password files (.htaccess, .htpasswd, web.config,
  web.xml, ...)

  - Cloud (e.g. AWS) configuration files

  - database backup files

  - SSH or SSL/TLS Private-Keys","The following files containing sensitive information were identified:

Description:   Microsoft IIS / ASP.NET Core Module web.config file accessible. This could contain sensitive information about the structure of the application / web server and shouldn't be accessible.
Match:         <configuration>
  <system.webServer>
Used regex:    ^\s*<(configuration|system\.web(Server)?)>
Extra match 1:   </system.webServer>
</configuration>
Used regex:    ^\s*</(configuration|system\.web(Server)?)>
URL:           https://192.168.56.104/drupal/web.config
",1.3.6.1.4.1.25623.1.0.107305,"",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,c020269c-3a40-4934-906b-ae602c9dad2a,"Based on the information provided in these files an attacker might
  be able to gather additional info and/or sensitive data like usernames and passwords.","The sensitive files shouldn't be accessible via a web server.
  Restrict access to it or remove it completely.","","","Enumerate the remote web server and check if sensitive files
  are accessible.
Details:
Sensitive File Disclosure (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.107305)
Version used: 2023-05-23T11:14:48Z
","","","",""
192.168.56.104,,80,tcp,5.0,Medium,"Mitigation","Sensitive File Disclosure (HTTP)","The script attempts to identify files containing sensitive data
  at the remote web server like e.g.:

  - software (Blog, CMS) configuration or log files

  - web / application server configuration / password files (.htaccess, .htpasswd, web.config,
  web.xml, ...)

  - Cloud (e.g. AWS) configuration files

  - database backup files

  - SSH or SSL/TLS Private-Keys","The following files containing sensitive information were identified:

Description:   Microsoft IIS / ASP.NET Core Module web.config file accessible. This could contain sensitive information about the structure of the application / web server and shouldn't be accessible.
Match:         <configuration>
  <system.webServer>
Used regex:    ^\s*<(configuration|system\.web(Server)?)>
Extra match 1:   </system.webServer>
</configuration>
Used regex:    ^\s*</(configuration|system\.web(Server)?)>
URL:           http://192.168.56.104/drupal/web.config
",1.3.6.1.4.1.25623.1.0.107305,"",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,ecb6ee8a-10a9-4049-a87d-9a539370eab0,"Based on the information provided in these files an attacker might
  be able to gather additional info and/or sensitive data like usernames and passwords.","The sensitive files shouldn't be accessible via a web server.
  Restrict access to it or remove it completely.","","","Enumerate the remote web server and check if sensitive files
  are accessible.
Details:
Sensitive File Disclosure (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.107305)
Version used: 2023-05-23T11:14:48Z
","","","",""
192.168.56.104,,8443,tcp,5.0,Medium,"Mitigation","Sensitive File Disclosure (HTTP)","The script attempts to identify files containing sensitive data
  at the remote web server like e.g.:

  - software (Blog, CMS) configuration or log files

  - web / application server configuration / password files (.htaccess, .htpasswd, web.config,
  web.xml, ...)

  - Cloud (e.g. AWS) configuration files

  - database backup files

  - SSH or SSL/TLS Private-Keys","The following files containing sensitive information were identified:

Description:   Microsoft IIS / ASP.NET Core Module web.config file accessible. This could contain sensitive information about the structure of the application / web server and shouldn't be accessible.
Match:         <configuration>
  <system.webServer>
Used regex:    ^\s*<(configuration|system\.web(Server)?)>
Extra match 1:   </system.webServer>
</configuration>
Used regex:    ^\s*</(configuration|system\.web(Server)?)>
URL:           https://192.168.56.104:8443/drupal/web.config
",1.3.6.1.4.1.25623.1.0.107305,"",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,603a67fc-bead-4992-b6d6-88a7e8a85dcb,"Based on the information provided in these files an attacker might
  be able to gather additional info and/or sensitive data like usernames and passwords.","The sensitive files shouldn't be accessible via a web server.
  Restrict access to it or remove it completely.","","","Enumerate the remote web server and check if sensitive files
  are accessible.
Details:
Sensitive File Disclosure (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.107305)
Version used: 2023-05-23T11:14:48Z
","","","",""
192.168.56.104,,8080,tcp,5.0,Medium,"Mitigation","Sensitive File Disclosure (HTTP)","The script attempts to identify files containing sensitive data
  at the remote web server like e.g.:

  - software (Blog, CMS) configuration or log files

  - web / application server configuration / password files (.htaccess, .htpasswd, web.config,
  web.xml, ...)

  - Cloud (e.g. AWS) configuration files

  - database backup files

  - SSH or SSL/TLS Private-Keys","The following files containing sensitive information were identified:

Description:   Microsoft IIS / ASP.NET Core Module web.config file accessible. This could contain sensitive information about the structure of the application / web server and shouldn't be accessible.
Match:         <configuration>
  <system.webServer>
Used regex:    ^\s*<(configuration|system\.web(Server)?)>
Extra match 1:   </system.webServer>
</configuration>
Used regex:    ^\s*</(configuration|system\.web(Server)?)>
URL:           http://192.168.56.104:8080/drupal/web.config
",1.3.6.1.4.1.25623.1.0.107305,"",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,198b934f-c878-4f3f-a4ae-218530bcdb01,"Based on the information provided in these files an attacker might
  be able to gather additional info and/or sensitive data like usernames and passwords.","The sensitive files shouldn't be accessible via a web server.
  Restrict access to it or remove it completely.","","","Enumerate the remote web server and check if sensitive files
  are accessible.
Details:
Sensitive File Disclosure (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.107305)
Version used: 2023-05-23T11:14:48Z
","","","",""
192.168.56.104,,25,tcp,5.0,Medium,"Workaround","Check if Mailserver answer to VRFY and EXPN requests","The Mailserver on this host answers to VRFY and/or EXPN requests.","'VRFY root' produces the following answer: 252 2.0.0 root


",1.3.6.1.4.1.25623.1.0.100072,"",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,84561782-4343-4c83-9e74-72aa319faefe,"","Disable VRFY and/or EXPN on your Mailserver.

  For postfix add 'disable_vrfy_command=yes' in 'main.cf'.

  For Sendmail add the option 'O PrivacyOptions=goaway'.

  It is suggested that, if you really want to publish this type of information, you use a mechanism
  that legitimate users actually know about, such as Finger or HTTP.","","VRFY and EXPN ask the server for information about an address. They are
  inherently unusable through firewalls, gateways, mail exchangers for part-time hosts, etc.","
Details:
Check if Mailserver answer to VRFY and EXPN requests
(OID: 1.3.6.1.4.1.25623.1.0.100072)
Version used: 2020-08-24T08:40:10Z
","","","",""
192.168.56.104,,9443,tcp,5.0,Medium,"Mitigation","SSL/TLS: Report Weak Cipher Suites","This routine reports all Weak SSL/TLS cipher suites accepted
  by a service.

  NOTE: No severity for SMTP services with 'Opportunistic TLS' and weak cipher suites on port
  25/tcp is reported. If too strong cipher suites are configured for this service the alternative
  would be to fall back to an even more insecure cleartext communication.","'Weak' cipher suites accepted by this service via the SSLv3 protocol:

TLS_RSA_WITH_RC4_128_MD5
TLS_RSA_WITH_RC4_128_SHA

'Weak' cipher suites accepted by this service via the TLSv1.0 protocol:

TLS_RSA_WITH_RC4_128_MD5
TLS_RSA_WITH_RC4_128_SHA


",1.3.6.1.4.1.25623.1.0.103440,"CVE-2013-2566,CVE-2015-2808,CVE-2015-4000",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,7712c277-e4bd-4178-a168-fe42c9019e64,"","The configuration of this services should be changed so
  that it does not accept the listed weak cipher suites anymore.

  Please see the references for more resources supporting you with this task.","","These rules are applied for the evaluation of the cryptographic
  strength:

  - RC4 is considered to be weak (CVE-2013-2566, CVE-2015-2808)

  - Ciphers using 64 bit or less are considered to be vulnerable to brute force methods
  and therefore considered as weak (CVE-2015-4000)

  - 1024 bit RSA authentication is considered to be insecure and therefore as weak

  - Any cipher considered to be secure for only the next 10 years is considered as medium

  - Any other cipher is considered as strong","
Details:
SSL/TLS: Report Weak Cipher Suites
(OID: 1.3.6.1.4.1.25623.1.0.103440)
Version used: 2021-12-01T13:10:37Z
","","","DFN-CERT-2021-0775,DFN-CERT-2020-1561,DFN-CERT-2020-1276,DFN-CERT-2017-1821,DFN-CERT-2016-1692,DFN-CERT-2016-1648,DFN-CERT-2016-1168,DFN-CERT-2016-0665,DFN-CERT-2016-0642,DFN-CERT-2016-0184,DFN-CERT-2016-0135,DFN-CERT-2016-0101,DFN-CERT-2016-0035,DFN-CERT-2015-1853,DFN-CERT-2015-1679,DFN-CERT-2015-1632,DFN-CERT-2015-1608,DFN-CERT-2015-1542,DFN-CERT-2015-1518,DFN-CERT-2015-1406,DFN-CERT-2015-1341,DFN-CERT-2015-1194,DFN-CERT-2015-1144,DFN-CERT-2015-1113,DFN-CERT-2015-1078,DFN-CERT-2015-1067,DFN-CERT-2015-1038,DFN-CERT-2015-1016,DFN-CERT-2015-1012,DFN-CERT-2015-0980,DFN-CERT-2015-0977,DFN-CERT-2015-0976,DFN-CERT-2015-0960,DFN-CERT-2015-0956,DFN-CERT-2015-0944,DFN-CERT-2015-0937,DFN-CERT-2015-0925,DFN-CERT-2015-0884,DFN-CERT-2015-0881,DFN-CERT-2015-0879,DFN-CERT-2015-0866,DFN-CERT-2015-0844,DFN-CERT-2015-0800,DFN-CERT-2015-0737,DFN-CERT-2015-0696,DFN-CERT-2014-0977,CB-K21/0067,CB-K19/0812,CB-K17/1750,CB-K16/1593,CB-K16/1552,CB-K16/1102,CB-K16/0617,CB-K16/0599,CB-K16/0168,CB-K16/0121,CB-K16/0090,CB-K16/0030,CB-K15/1751,CB-K15/1591,CB-K15/1550,CB-K15/1517,CB-K15/1514,CB-K15/1464,CB-K15/1442,CB-K15/1334,CB-K15/1269,CB-K15/1136,CB-K15/1090,CB-K15/1059,CB-K15/1022,CB-K15/1015,CB-K15/0986,CB-K15/0964,CB-K15/0962,CB-K15/0932,CB-K15/0927,CB-K15/0926,CB-K15/0907,CB-K15/0901,CB-K15/0896,CB-K15/0889,CB-K15/0877,CB-K15/0850,CB-K15/0849,CB-K15/0834,CB-K15/0827,CB-K15/0802,CB-K15/0764,CB-K15/0733,CB-K15/0667,CB-K14/0935,CB-K13/0942",""
192.168.56.104,,443,tcp,5.0,Medium,"Mitigation","SSL/TLS: Report Weak Cipher Suites","This routine reports all Weak SSL/TLS cipher suites accepted
  by a service.

  NOTE: No severity for SMTP services with 'Opportunistic TLS' and weak cipher suites on port
  25/tcp is reported. If too strong cipher suites are configured for this service the alternative
  would be to fall back to an even more insecure cleartext communication.","'Weak' cipher suites accepted by this service via the SSLv3 protocol:

TLS_DHE_RSA_EXPORT_WITH_DES40_CBC_SHA
TLS_RSA_EXPORT_WITH_DES40_CBC_SHA
TLS_RSA_EXPORT_WITH_RC2_CBC_40_MD5
TLS_RSA_EXPORT_WITH_RC4_40_MD5
TLS_RSA_WITH_RC4_128_MD5
TLS_RSA_WITH_RC4_128_SHA

'Weak' cipher suites accepted by this service via the TLSv1.0 protocol:

TLS_DHE_RSA_EXPORT_WITH_DES40_CBC_SHA
TLS_RSA_EXPORT_WITH_DES40_CBC_SHA
TLS_RSA_EXPORT_WITH_RC2_CBC_40_MD5
TLS_RSA_EXPORT_WITH_RC4_40_MD5
TLS_RSA_WITH_RC4_128_MD5
TLS_RSA_WITH_RC4_128_SHA


",1.3.6.1.4.1.25623.1.0.103440,"CVE-2013-2566,CVE-2015-2808,CVE-2015-4000",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,a5305fbc-e77a-4caf-bb75-967fa5a6831e,"","The configuration of this services should be changed so
  that it does not accept the listed weak cipher suites anymore.

  Please see the references for more resources supporting you with this task.","","These rules are applied for the evaluation of the cryptographic
  strength:

  - RC4 is considered to be weak (CVE-2013-2566, CVE-2015-2808)

  - Ciphers using 64 bit or less are considered to be vulnerable to brute force methods
  and therefore considered as weak (CVE-2015-4000)

  - 1024 bit RSA authentication is considered to be insecure and therefore as weak

  - Any cipher considered to be secure for only the next 10 years is considered as medium

  - Any other cipher is considered as strong","
Details:
SSL/TLS: Report Weak Cipher Suites
(OID: 1.3.6.1.4.1.25623.1.0.103440)
Version used: 2021-12-01T13:10:37Z
","","","DFN-CERT-2021-0775,DFN-CERT-2020-1561,DFN-CERT-2020-1276,DFN-CERT-2017-1821,DFN-CERT-2016-1692,DFN-CERT-2016-1648,DFN-CERT-2016-1168,DFN-CERT-2016-0665,DFN-CERT-2016-0642,DFN-CERT-2016-0184,DFN-CERT-2016-0135,DFN-CERT-2016-0101,DFN-CERT-2016-0035,DFN-CERT-2015-1853,DFN-CERT-2015-1679,DFN-CERT-2015-1632,DFN-CERT-2015-1608,DFN-CERT-2015-1542,DFN-CERT-2015-1518,DFN-CERT-2015-1406,DFN-CERT-2015-1341,DFN-CERT-2015-1194,DFN-CERT-2015-1144,DFN-CERT-2015-1113,DFN-CERT-2015-1078,DFN-CERT-2015-1067,DFN-CERT-2015-1038,DFN-CERT-2015-1016,DFN-CERT-2015-1012,DFN-CERT-2015-0980,DFN-CERT-2015-0977,DFN-CERT-2015-0976,DFN-CERT-2015-0960,DFN-CERT-2015-0956,DFN-CERT-2015-0944,DFN-CERT-2015-0937,DFN-CERT-2015-0925,DFN-CERT-2015-0884,DFN-CERT-2015-0881,DFN-CERT-2015-0879,DFN-CERT-2015-0866,DFN-CERT-2015-0844,DFN-CERT-2015-0800,DFN-CERT-2015-0737,DFN-CERT-2015-0696,DFN-CERT-2014-0977,CB-K21/0067,CB-K19/0812,CB-K17/1750,CB-K16/1593,CB-K16/1552,CB-K16/1102,CB-K16/0617,CB-K16/0599,CB-K16/0168,CB-K16/0121,CB-K16/0090,CB-K16/0030,CB-K15/1751,CB-K15/1591,CB-K15/1550,CB-K15/1517,CB-K15/1514,CB-K15/1464,CB-K15/1442,CB-K15/1334,CB-K15/1269,CB-K15/1136,CB-K15/1090,CB-K15/1059,CB-K15/1022,CB-K15/1015,CB-K15/0986,CB-K15/0964,CB-K15/0962,CB-K15/0932,CB-K15/0927,CB-K15/0926,CB-K15/0907,CB-K15/0901,CB-K15/0896,CB-K15/0889,CB-K15/0877,CB-K15/0850,CB-K15/0849,CB-K15/0834,CB-K15/0827,CB-K15/0802,CB-K15/0764,CB-K15/0733,CB-K15/0667,CB-K14/0935,CB-K13/0942",""
192.168.56.104,,9443,tcp,5.0,Medium,"Mitigation","Sensitive File Disclosure (HTTP)","The script attempts to identify files containing sensitive data
  at the remote web server like e.g.:

  - software (Blog, CMS) configuration or log files

  - web / application server configuration / password files (.htaccess, .htpasswd, web.config,
  web.xml, ...)

  - Cloud (e.g. AWS) configuration files

  - database backup files

  - SSH or SSL/TLS Private-Keys","The following files containing sensitive information were identified:

Description:   Microsoft IIS / ASP.NET Core Module web.config file accessible. This could contain sensitive information about the structure of the application / web server and shouldn't be accessible.
Match:         <configuration>
  <system.webServer>
Used regex:    ^\s*<(configuration|system\.web(Server)?)>
Extra match 1:   </system.webServer>
</configuration>
Used regex:    ^\s*</(configuration|system\.web(Server)?)>
URL:           https://192.168.56.104:9443/drupal/web.config
",1.3.6.1.4.1.25623.1.0.107305,"",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,a442945c-757e-421b-adbd-bac1fc3d4265,"Based on the information provided in these files an attacker might
  be able to gather additional info and/or sensitive data like usernames and passwords.","The sensitive files shouldn't be accessible via a web server.
  Restrict access to it or remove it completely.","","","Enumerate the remote web server and check if sensitive files
  are accessible.
Details:
Sensitive File Disclosure (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.107305)
Version used: 2023-05-23T11:14:48Z
","","","",""
192.168.56.104,,8080,tcp,5.0,Medium,"WillNotFix","Drupal 7.0 Information Disclosure Vulnerability - Active Check","Drupal is prone to an information disclosure vulnerability.","Vulnerable URL: http://192.168.56.104:8080/drupal/modules/simpletest/tests/upgrade/drupal-6.upload.database.php
",1.3.6.1.4.1.25623.1.0.902574,"CVE-2011-3730",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,e98ad0a4-912f-45e8-805a-69d4a04de4fb,"Successful exploitation will allow attacker to obtain sensitive
  information that could aid in further attacks.","No known solution was made available for at least one year
  since the disclosure of this vulnerability. Likely none will be provided anymore. General solution
  options are to upgrade to a newer release, disable respective features, remove the product or
  replace the product by another one.","Drupal version 7.0 is known to be affected.","The flaw is due to insufficient error checking, allows remote
  attackers to obtain sensitive information via a direct request to a .php file, which reveals the
  installation path in an error message.","
Details:
Drupal 7.0 Information Disclosure Vulnerability - Active Check
(OID: 1.3.6.1.4.1.25623.1.0.902574)
Version used: 2021-12-01T11:10:56Z
","","","",""
192.168.56.104,,9443,tcp,5.0,Medium,"WillNotFix","Drupal 7.0 Information Disclosure Vulnerability - Active Check","Drupal is prone to an information disclosure vulnerability.","Vulnerable URL: https://192.168.56.104:9443/drupal/modules/simpletest/tests/upgrade/drupal-6.upload.database.php
",1.3.6.1.4.1.25623.1.0.902574,"CVE-2011-3730",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,591ac6cb-b3fe-4028-9d91-36bdf6308c6b,"Successful exploitation will allow attacker to obtain sensitive
  information that could aid in further attacks.","No known solution was made available for at least one year
  since the disclosure of this vulnerability. Likely none will be provided anymore. General solution
  options are to upgrade to a newer release, disable respective features, remove the product or
  replace the product by another one.","Drupal version 7.0 is known to be affected.","The flaw is due to insufficient error checking, allows remote
  attackers to obtain sensitive information via a direct request to a .php file, which reveals the
  installation path in an error message.","
Details:
Drupal 7.0 Information Disclosure Vulnerability - Active Check
(OID: 1.3.6.1.4.1.25623.1.0.902574)
Version used: 2021-12-01T11:10:56Z
","","","",""
192.168.56.104,,9080,tcp,5.0,Medium,"WillNotFix","Drupal 7.0 Information Disclosure Vulnerability - Active Check","Drupal is prone to an information disclosure vulnerability.","Vulnerable URL: http://192.168.56.104:9080/drupal/modules/simpletest/tests/upgrade/drupal-6.upload.database.php
",1.3.6.1.4.1.25623.1.0.902574,"CVE-2011-3730",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,d2811395-5f7c-446f-9dc3-450a32dd939f,"Successful exploitation will allow attacker to obtain sensitive
  information that could aid in further attacks.","No known solution was made available for at least one year
  since the disclosure of this vulnerability. Likely none will be provided anymore. General solution
  options are to upgrade to a newer release, disable respective features, remove the product or
  replace the product by another one.","Drupal version 7.0 is known to be affected.","The flaw is due to insufficient error checking, allows remote
  attackers to obtain sensitive information via a direct request to a .php file, which reveals the
  installation path in an error message.","
Details:
Drupal 7.0 Information Disclosure Vulnerability - Active Check
(OID: 1.3.6.1.4.1.25623.1.0.902574)
Version used: 2021-12-01T11:10:56Z
","","","",""
192.168.56.104,,443,tcp,5.0,Medium,"VendorFix","phpMyAdmin Information Disclosure Vulnerability (PMASA-2011-15) - Active Check","phpMyAdmin is prone to an information disclosure vulnerability.","Vulnerable URL: https://192.168.56.104/phpmyadmin/phpmyadmin.css.php?js_frame[]=right
",1.3.6.1.4.1.25623.1.0.801994,"CVE-2011-3646",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,a7b64490-efff-4589-a563-de8168997743,"Successful exploitation will allow attacker to obtain sensitive
  information that could aid in further attacks.","Update to version 3.4.6 or later.","phpMyAdmin version 3.4.5 and prior.","The flaw is due to insufficient input validation in 'js_frame'
  parameter in 'phpmyadmin.css.php', which allows attackers to disclose information that could be
  used in further attacks.","Sends a crafted HTTP GET request and checks the response.
Details:
phpMyAdmin Information Disclosure Vulnerability (PMASA-2011-15) - Active Che...
(OID: 1.3.6.1.4.1.25623.1.0.801994)
Version used: 2023-05-16T09:08:27Z
","","","DFN-CERT-2011-1746,DFN-CERT-2011-1636,DFN-CERT-2011-1618",""
192.168.56.104,,9443,tcp,5.0,Medium,"Mitigation","SSL/TLS: Certificate Expired","The remote server's SSL/TLS certificate has already expired.","The certificate of the remote service expired on 2018-04-13 18:11:32.

Certificate details:
fingerprint (SHA-1)             | AE5FB7BE864A78E168318FC1C96A4BD242C4E6C3
fingerprint (SHA-256)           | FF29B36FCC813AE5B2100D985E692A612DE6F15570374320F85B43076CF08163
issued by                       | 1.2.840.113549.1.9.1=#627761707040697473656367616D65732E636F6D,CN=bee-box.bwapp.local,OU=IT,O=MME,L=Menen,ST=Flanders,C=BE
public key algorithm            | RSA
public key size (bits)          | 1024
serial                          | 00D8BD254AB15C9F5B
signature algorithm             | sha1WithRSAEncryption
subject                         | 1.2.840.113549.1.9.1=#627761707040697473656367616D65732E636F6D,CN=bee-box.bwapp.local,OU=IT,O=MME,L=Menen,ST=Flanders,C=BE
subject alternative names (SAN) | None
valid from                      | 2013-04-14 18:11:32 UTC
valid until                     | 2018-04-13 18:11:32 UTC
",1.3.6.1.4.1.25623.1.0.103955,"",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,833b8f33-b40a-4a4b-9f7f-c5d7c698ed31,"","Replace the SSL/TLS certificate by a new one.","","This script checks expiry dates of certificates associated with
  SSL/TLS-enabled services on the target and reports whether any have already expired.","
Details:
SSL/TLS: Certificate Expired
(OID: 1.3.6.1.4.1.25623.1.0.103955)
Version used: 2021-11-22T15:32:39Z
","","","",""
